Datetime,Q1in,Q2in,Q3in,Q4in,Q5in,sobradinho_reservoir,sobradinho_eto,sobradinho_spill,sobradinho_spill_limit,sobradinho_turbine,sobradinho_downElevation,north_abstraction,east_abstraction,itaparica_reservoir,itaparica_eto,itaparica_turbine,itaparica_spill,itaparica_downElevation,pafonso_reservoir,pafonso_eto,pafonso_turbine,pafonso_spill,pafonso_downElevation,xingo_reservoir,xingo_eto,xingo_spill,xingo_turbine,xingo_downstream_balance,sobradinho_irrigation,upnorth_irrigation,upeast_irrigation,pafonso_irrigation,xingo_irrigation,xingo_irrigation_downstream,sobradinho_urban,upnorth_urban,upeast_urban,pafonso_urban,xingo_urban,xingo_urban_downstream,sobradinho_others,upnorth_others,upeast_others,pafonso_others,xingo_others,xingo_others_downstream,xingo_dreno
1941-04-01T00:00:00,628533448.8266666,30716364.672,45355784.074666664,12871933.958733333,8570648.507199999,34116000000.000004,18288760.0,225010992.8266666,225010992.8266666,369000000.0,594010992.8266666,605632957.4986666,650161029.5733333,10782000000.0,2804442.9,237900000.0,409456586.6733333,647356586.6733333,1353000000.0,831450.0,362880000.0,291595726.63106656,654475726.6310666,3800000000.0,207000.0,402382319.13826656,260000000.0,662382319.1382666,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,659204356.7782665
1941-05-01T00:00:00,378640183.38709676,17163619.2,25343800.111612905,7192549.482741935,4789087.147741936,33254512089.000004,21196420.0,0.0,0.0,369000000.0,369000000.0,367069219.2,391585307.3116129,10782000000.0,2910117.56,237900000.0,150775189.7516129,388675189.7516129,1353000000.0,862780.0,362880000.0,27203615.233354867,390083615.23335487,3800000000.0,214800.0,134200846.38109678,260000000.0,394200846.3810968,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,391022884.02109677
1941-06-01T00:00:00,251779630.51333335,10283446.656,15184537.331999999,4309359.119633334,2869343.6762333335,28674063976.04738,19227538.278420866,0.0,0.0,369000000.0,369000000.0,360189046.656,374545871.98800004,10782000000.0,2698768.24,237900000.0,133947103.74800003,371847103.748,1353000000.0,800120.0,362880000.0,7554998.866633356,370434998.86663336,3800000000.0,199200.0,112648086.5428667,260000000.0,372648086.5428667,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,369470124.1828667
1941-07-01T00:00:00,221312373.67741936,8631081.290322581,12744654.633870969,3616922.4303870965,2408291.6308709676,23034866764.650333,18988265.141840246,0.0,0.0,368000000.0,368000000.0,357536681.2903226,369453623.92419356,10782000000.0,3284043.2800000003,237900000.0,128269580.64419356,366169580.64419353,1353000000.0,973640.0,362880000.0,1011519.0735806227,363891519.0735806,3800000000.0,242400.0,105600354.70445156,260000000.0,365600354.70445156,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,362422392.34445155
1941-08-01T00:00:00,201964480.23548388,7581764.996129032,11195234.194258066,3177198.1926774196,2115505.644580645,16812220329.631678,18461314.397376034,-5.960464477539063e-08,-5.960464477539063e-08,368000000.0,367999999.99999994,356487364.996129,366854887.19038707,10681593907.863998,4218857.580000001,237900000.0,127974935.80832261,365874935.8083226,1353000000.000002,1250790.0,362880000.0,0.0,362880000.0,3800000000.0,311400.0,104227049.64458066,260000000.0,364227049.64458066,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,361049087.28458065
1941-09-01T00:00:00,174961793.19,6117297.5808,9032801.607966667,2563501.6155999997,1706881.9156666666,10055752924.346752,15943677.366164226,0.0,0.0,368000000.0,368000000.0,355022897.5808,363227987.18876666,10435387957.554825,4772699.8136724355,237900000.0,128762152.3854,366662152.3854,1353000000.000002,1424310.0000000028,362880000.0,0.0,362880000.0,3800000000.0,354600.0,103775225.91566664,260000000.0,363775225.91566664,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,360597263.5556666
1941-10-01T00:00:00,188139030.3677419,6831953.660903226,10088062.775870968,2862983.86116129,1906289.1742580647,5447000000.0,10520419.038832076,0.0,0.0,310268636.5013857,310268636.5013857,298006190.1622889,307266540.9381599,8441793040.975304,5092884.236370264,237900000.0,128583170.1398387,366483170.1398387,1353000000.000002,1544810.000000003,362880000.0,0.0,362880000.0,3800000000.0,384600.0,103944633.17425805,260000000.0,363944633.17425805,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,0.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,360766670.81425804
1941-11-01T00:00:00,252224692.77666667,10307584.224000001,15220178.865666667,4319474.157266666,2876078.6728666667,5447000000.0,4221991.167593206,0.0,0.0,231983277.60907346,231983277.60907346,240562861.83307347,255782176.69874012,7234000000.0,3528596.2861748724,236908000.0,55605348.44507539,292513348.4450754,1300000000.0,1250790.0000000026,296933115.2690088,0.0,296933115.2690088,3800000000.0,311400.0,39040737.94187546,260000000.0,299040737.94187546,16018560.0,0.0,0.0,0.0,398304.0,2348298.95,0.0,0.0,0.0,0.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,295862775.58187544
1941-12-01T00:00:00,329274032.0516129,14486288.609032258,21390453.759354837,6070593.062322581,4042043.684741935,5447000000.0,3634976.352847627,0.0,0.0,309619631.6987653,309619631.6987653,305011520.30779755,325574262.0671524,7601924619.459616,3029627.597519641,236908000.0,73768098.35803223,310676098.3580322,1352999999.9999986,1062870.0,309052800.0,0.0,309052800.0,3800000000.0,299400.0,52338387.684741914,260000000.0,312338387.6847419,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,0.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,309160425.3247419
1942-01-01T00:00:00,608257400.1290323,29616710.678709675,43732034.98870968,12411115.313709678,8263817.01983871,12255953785.850773,4380033.6177170165,0.0,0.0,368000000.0,368000000.0,378522310.6787097,421426633.6674194,10782000000.0,2894728.3815908465,236908000.0,79040828.49420321,315948828.4942032,1353000000.0,1108599.9999999965,309052800.0,13277199.80691284,322329999.80691284,3800000000.0,276000.0,69860760.82675153,260000000.0,329860760.82675153,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,326682798.4667515
