Datetime,Q1in,Q2in,Q3in,Q4in,Q5in,sobradinho_reservoir,sobradinho_eto,sobradinho_spill,sobradinho_spill_limit,sobradinho_turbine,sobradinho_downElevation,north_abstraction,north_link,north_Ereservoir,north_irrigation,north_urban,north_others,east_abstraction,east_link,east_Ereservoir,east_irrigation,east_urban,east_others,itaparica_reservoir,itaparica_eto,itaparica_turbine,itaparica_spill,itaparica_downElevation,pafonso_reservoir,pafonso_eto,pafonso_turbine,pafonso_spill,pafonso_downElevation,xingo_reservoir,xingo_eto,xingo_spill,xingo_turbine,xingo_downstream_balance,sobradinho_irrigation,upnorth_irrigation,upeast_irrigation,pafonso_irrigation,xingo_irrigation,xingo_irrigation_downstream,sobradinho_urban,upnorth_urban,upeast_urban,pafonso_urban,xingo_urban,xingo_urban_downstream,sobradinho_others,upnorth_others,upeast_others,pafonso_others,xingo_others,xingo_others_downstream,xingo_dreno
1941-01-01T00:00:00,654496233.6645161,32124433.88903226,47434939.08032258,13461996.426967742,8963535.701193549,34116000000.0,15558376.121943563,189188032.51031446,189188032.51031446,369000000.0,558188032.5103145,571218066.3993467,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,612509965.4796693,1039651.0967741936,1000000.0,611712.0,495936.0,383616.0,10782000000.0,3282323.232243517,237900000.0,312804120.1829096,550704120.1829096,1353000000.0000033,1089158.4905660376,309052800.0,248844749.6021822,557897549.6021821,3800000000.0,271400.0,305319726.07756925,259200000.0,564519726.0775692,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,561341763.7175692
1941-02-01T00:00:00,584108341.9428571,28307007.360000003,41798127.067857146,11862273.846392857,7898376.417964286,34116000000.000004,14664720.0,184209925.94285703,184209925.94285703,369000000.0,553209925.942857,562422533.302857,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,598077620.3707143,1491264.0,1000000.0,611712.0,495936.0,383616.0,10782000000.000004,2910117.56,237900000.0,355776238.81071424,593676238.8107142,1353000000.0000033,862780.000000003,362880000.0,236874388.65610707,599754388.6561071,3800000000.0,214800.0,346980909.0740714,260000000.0,606980909.0740714,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,603802946.7140714
1941-03-01T00:00:00,548385676.9096774,26369619.468387097,38937380.10709677,11050396.228451613,7357795.824548387,34116000000.000004,11217668.0,151934312.90967745,151934312.90967745,369000000.0,520934312.90967745,528209532.3780645,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,561003872.4851613,1491264.0,1000000.0,611712.0,495936.0,383616.0,10782000000.000004,2162266.1200000043,237900000.0,319450342.3651613,557350342.3651613,1353000000.0000033,641060.0000000023,362880000.0,199958334.59261286,562838334.5926129,3800000000.0,159600.0,309579474.4171612,260000000.0,569579474.4171612,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,566401512.0571612
1941-04-01T00:00:00,628533448.8266666,30716364.672,45355784.074666664,12871933.958733333,8570648.507199999,34116000000.000004,18288760.0,225010992.8266666,225010992.8266666,369000000.0,594010992.8266666,605632957.4986666,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,644845701.5733333,1491264.0,1000000.0,611712.0,495936.0,383616.0,10782000000.000004,2804442.900000006,237900000.0,402649994.6733333,640549994.6733333,1353000000.0000033,831450.000000003,362880000.0,284789134.63106656,647669134.6310666,3800000000.0,207000.0,395575727.13826656,260000000.0,655575727.1382666,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,652397764.7782665
1941-05-01T00:00:00,378640183.38709676,17163619.2,25343800.111612905,7192549.482741935,4789087.147741936,33254512089.000004,21196420.0,0.0,0.0,369000000.0,369000000.0,367069219.2,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,386269979.3116129,1491264.0,1000000.0,611712.0,495936.0,383616.0,10782000000.000004,2910117.5600000056,237900000.0,143968597.7516129,381868597.7516129,1353000000.0000033,862780.000000003,362880000.0,20397023.233354867,383277023.23335487,3800000000.0,214800.0,127394254.38109678,260000000.0,387394254.3810968,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,384216292.02109677
1941-06-01T00:00:00,251779630.51333335,10283446.656,15184537.331999999,4309359.119633334,2869343.6762333335,28674063976.04738,19227538.278420866,0.0,0.0,369000000.0,369000000.0,360189046.656,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,369230543.988,1491264.0,1000000.0,611712.0,495936.0,383616.0,10782000000.000004,2698768.2400000053,237900000.0,127140511.74799997,365040511.74799997,1353000000.0000033,800120.0000000028,362880000.0,748406.866633296,363628406.8666333,3800000000.0,199200.0,105841494.54286665,260000000.0,365841494.54286665,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,362663532.18286663
1941-07-01T00:00:00,221312373.67741936,8631081.290322581,12744654.633870969,3616922.4303870965,2408291.6308709676,23034866764.650333,18988265.141840246,0.0,0.0,368000000.0,368000000.0,357536681.2903226,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,364138295.9241935,1491264.0,1000000.0,611712.0,495936.0,383616.0,10602352739.281004,3284043.2800000063,237900000.0,127258061.5706129,365158061.5706129,1353000000.0000033,973640.0000000034,362880000.0,0.0,362880000.0,3800000000.0,242400.0,104588835.63087094,260000000.0,364588835.63087094,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,361410873.2708709
1941-08-01T00:00:00,201964480.23548388,7581764.996129032,11195234.194258066,3177198.1926774196,2115505.644580645,16812220329.631676,18461314.397376034,0.0,0.0,368000000.0,368000000.0,356487364.99612904,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,361539559.19038707,1491264.0,1000000.0,611712.0,495936.0,383616.0,10292473330.650988,4169469.337871547,237900000.0,127974935.80832249,365874935.8083225,1353000000.0000033,1250790.0000000047,362880000.0,-5.960464477539063e-08,362879999.99999994,3800000000.0,311400.0,104227049.6445806,260000000.0,364227049.6445806,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,361049087.2845806
1941-09-01T00:00:00,174961793.19,6117297.5808,9032801.607966667,2563501.6155999997,1706881.9156666666,10055752924.346748,15943677.366164226,0.0,0.0,368000000.0,368000000.0,355022897.5808,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,357912659.18876666,1491264.0,1000000.0,611712.0,495936.0,383616.0,9845724125.207426,4650882.984818674,237900000.0,128762152.38540001,366662152.3854,1353000000.0000033,1424310.0000000051,362880000.0,0.0,362880000.0,3800000000.0,354600.0,103775225.91566664,260000000.0,363775225.91566664,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,214272.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,360597263.5556666
1941-10-01T00:00:00,188139030.3677419,6831953.660903226,10088062.775870968,2862983.86116129,1906289.1742580647,5447000000.0,10520419.038832074,0.0,0.0,310268636.50138557,310268636.50138557,298006190.1622888,5315328.0,30000000.0,3162240.0,1374624.0,778464.0,301951212.93815976,1491264.0,1000000.0,611712.0,495936.0,383616.0,7647385424.799634,4890930.424378843,237900000.0,128583170.13983871,366483170.1398387,1353000000.0000033,1544810.0000000056,362880000.0,0.0,362880000.0,3800000000.0,384600.0,103944633.17425805,260000000.0,363944633.17425805,16018560.0,15465600.0,704160.0,3976128.001,398304.0,2348298.95,0.0,1900800.0,122688.0,529632.0,57024.0,803534.23,864.0,1728000.0,864.0,415584.0,1728.0,26129.18,360766670.81425804
