date,Q1in,Q2in,Q3in,Q4in,Q5in
1934-01-01,699265675.7,34552465.92,51020171.18,14479482.33,9641018.513
1934-01-02,703146449.2,34762936.32,51330951.77,14567681.6,9699745.118
1934-01-03,707033913.7,34973769.6,51642268.19,14656032.94,9758572.976
1934-01-04,710928069.2,35184965.76,51954120.44,14744536.36,9817502.087
1934-01-05,714830030.8,35396585.28,52266597.82,14833217.18,9876549.326
1934-01-06,722654027,35820912.96,52893160.08,15011035.03,9994947.562
1934-01-07,730504787.2,36246692.16,53521865.64,15189461.15,10113750.81
1934-01-08,738382311.4,36673922.88,54152714.52,15368495.54,10232959.07
1934-01-09,746287714.7,37102665.6,54785796.02,15548163.54,10352589.21
1934-01-10,754218766.7,37532799.36,55420931.53,15728414.47,10472607.49
1934-01-11,762177697.9,37964445.12,56058299.66,15909299.02,10593047.66
1934-01-12,770163393,38397542.4,56697811.11,16090791.84,10713892.84
1934-01-13,776169670.6,38723287.68,57178806.59,16227297.96,10804784.07
1934-01-14,784201087.5,39158864.64,57821979.53,16409829.9,10926321.14
1934-01-15,788226832.5,39377197.44,58144369.74,16501323.98,10987241.56
1934-01-16,796297280.1,39814891.2,58790668.35,16684742.99,11109369.27
1934-01-17,802368237.3,40144144.32,59276843.5,16822719.1,11201239.28
1934-01-18,808452576.4,40474123.2,59764090.32,16960999.34,11293311.8
1934-01-19,808452576.4,40474123.2,59764090.32,16960999.34,11293311.8
1934-01-20,814552527.9,40804948.8,60252587.4,17099634.4,11385620.57
1934-01-21,820666976.5,41136560.64,60742245.44,17238598.95,11478148.73
1934-01-22,828841134.5,41579879.04,61396849.39,17424375.01,11601845.86
1934-01-23,832938249.9,41802082.56,61724955.11,17517491.14,11663846.3
1934-01-24,841151438.7,42247517.76,62382684.72,17704154.26,11788134.07
1934-01-25,845267512,42470749.44,62712308.62,17797701.25,11850421.4
1934-01-26,853518616.3,42918240.96,63373074.6,17985226.09,11975282.94
1934-01-27,857653647.4,43142500.8,63704216.68,18079203.94,12037857.15
1934-01-28,865942667.4,43592048.64,64368019.02,18267590.49,12163292.45
1934-01-29,870096656.2,43817336.64,64700679.28,18361999.2,12226153.55
1934-01-30,878423591.8,44268940.8,65367517.99,18551247.47,12352162.62
1934-01-31,882596538.5,44495256.96,65701696.43,18646087.03,12415310.59
1934-02-01,890960274.5,44948856.96,66371482.19,18836171.68,12541876.55
1934-02-02,893055669.1,45062498.88,66539285.85,18883794.22,12573585.54
1934-02-03,895152179,45176201.28,66707178.81,18931442.1,12605311.41
1934-02-04,895152179,45176201.28,66707178.81,18931442.1,12605311.41
1934-02-05,882596538.5,44495256.96,65701696.43,18646087.03,12415310.59
1934-02-06,859723393.3,43254751.68,63869966.33,18126243.55,12069178.01
1934-02-07,824750710,41358038.4,61069279.5,17331410.95,11539946.67
1934-02-08,772163998.7,38506043.52,56858023.86,16136260.08,10744167.41
1934-02-09,701204947.3,34657640.64,51175472.17,14523556.62,9670364.94
1934-02-10,628737077.9,30727408.32,45372091.13,12876561.89,8573729.966
1934-02-11,575190209.7,27823340.16,41083944.08,11659589.31,7763420.944
1934-02-12,532076823.4,25485122.88,37631332.44,10679740.98,7110998.736
1934-02-13,502220516.2,23865891.84,35240375.89,10001189.49,6659192.012
1934-02-14,481494063.2,22741810.56,33580557.47,9530134.401,6345544.689
1934-02-15,464448769.3,21817373.76,32215534.09,9142741.896,6087603.264
1934-02-16,447613126.3,20904307.2,30867300.01,8760114.18,5832834.426
1934-02-17,435954078.3,20271988.8,29933618.66,8495136.187,5656401.478
1934-02-18,426044723.9,19734563.52,29140056.49,8269923.9,5506446.13
1934-02-19,416214546.2,19201432.32,28352834.96,8046511.082,5357688.939
1934-02-20,401618154.1,18409809.6,27183924.86,7714775.361,5136806.027
1934-02-21,387202418.7,17627984.64,26029482.12,7387145.469,4918656.939
1934-02-22,372972915.9,16856259.84,24889953.28,7063748.128,4703326.054
1934-02-23,360483070.1,16178883.84,23889739.88,6779888.393,4514320.888
1934-02-24,348143771.6,15509672.64,22901582.62,6499450.182,4327593.909
1934-02-25,338990498.9,15013252.8,22168569.08,6291421.547,4189080.123
1934-02-26,328423197.3,14440144.32,21322317.1,6051255.936,4029168.252
1934-02-27,322439223,14115608.64,20843107.72,5915256.709,3938614.527
1934-02-28,320949362.8,14034807.36,20723796.55,5881396.298,3916068.911
1934-03-01,316495394.6,13793250.24,20367113.3,5780169.889,3848668.319
1934-03-02,315015570.9,13712993.28,20248605.88,5746537.579,3826274.582
1934-03-03,315015570.9,13712993.28,20248605.88,5746537.579,3826274.582
1934-03-04,315015570.9,13712993.28,20248605.88,5746537.579,3826274.582
1934-03-05,329925324.3,14521610.88,21442610.63,6085395.138,4051899.498
1934-03-06,328423197.3,14440144.32,21322317.1,6051255.936,4029168.252
1934-03-07,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1934-03-08,319461733,13954127.04,20604663.99,5847586.576,3893557.046
1934-03-09,313537977.5,13632857.28,20130277.06,5712955.958,3803914.595
1934-03-10,312063729.7,13552902.72,20012216.16,5679450.372,3781605.236
1934-03-11,316495394.6,13793250.24,20367113.3,5780169.889,3848668.319
1934-03-12,328423197.3,14440144.32,21322317.1,6051255.936,4029168.252
1934-03-13,345082644.2,15343655.04,22656441.03,6429879.202,4281270.768
1934-03-14,365148919.6,16431932.16,24263391.03,6885930.28,4584927.817
1934-03-15,374545298.2,16941536.64,25015873,7099484.041,4727120.454
1934-03-16,376118795.8,17026873.92,25141882.03,7135245.299,4750931.73
1934-03-17,372972915.9,16856259.84,24889953.28,7063748.128,4703326.054
1934-03-18,368271381.1,16601276.16,24513444.38,6956895.213,4632179.109
1934-03-19,362035379.5,16263072,24014052.12,6815168.103,4537811.53
1934-03-20,355837293.6,15926924.16,23517696.21,6674302.709,4444017.716
1934-03-21,349677123.2,15592832.64,23024376.68,6534299.033,4350797.668
1934-03-22,340509353.4,15095626.56,22290202.18,6325940.918,4212064.501
1934-03-23,326923300.6,14358798.72,21202202.19,6017167.423,4006470.757
1934-03-24,312063729.7,13552902.72,20012216.16,5679450.372,3781605.236
1934-03-25,304728175.6,13155065.28,19424769.39,5512733.467,3670598.452
1934-03-26,298907015.4,12839359.68,18958598.5,5380434.555,3582508.544
1934-03-27,297458416.3,12760796.16,18842591.61,5347511.894,3560587.32
1934-03-28,297458416.3,12760796.16,18842591.61,5347511.894,3560587.32
1934-03-29,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-03-30,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-03-31,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-04-01,288820349.7,12292318.08,18150836.88,5151192.474,3429869.997
1934-04-02,283115166.6,11982902.4,17693953.68,5021529.402,3343535.137
1934-04-03,277451244.6,11675724.48,17240374.77,4892804.081,3257824.669
1934-04-04,271831929.2,11370965.76,16790368.04,4765092.545,3172789.22
1934-04-05,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-04-06,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-04-07,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-04-08,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-04-09,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-04-10,266256105.2,11068565.76,16343844.2,4638369.449,3088411.914
1934-04-11,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1934-04-12,260724887.8,10768584.96,15900892.55,4512660.138,3004709.626
1934-04-13,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1934-04-14,248414583.5,10100946.24,14915057.22,4232880.886,2818421.409
1934-04-15,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1934-04-16,236205759.3,9438811.2,13937348.62,3955407.995,2633668.86
1934-04-17,230306537.5,9118872,13464926.4,3821334.96,2544397.67
1934-04-18,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1934-04-19,224542250.7,8806250.88,13003310.05,3690328.623,2457168.41
1934-04-20,221710847.2,8652692.16,12776565.24,3625978.635,2414321.614
1934-04-21,218911783.6,8500887.36,12552410.28,3562363.641,2371964.207
1934-04-22,216145059.7,8350836.48,12330845.15,3499483.641,2330096.187
1934-04-23,213411790.8,8202600,12111959.16,3437363.979,2288734.432
1934-04-24,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1934-04-25,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1934-04-26,213411790.8,8202600,12111959.16,3437363.979,2288734.432
1934-04-27,218911783.6,8500887.36,12552410.28,3562363.641,2371964.207
1934-04-28,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1934-04-29,242241031.2,9766128.96,14420666.02,4092573.075,2724998.856
1934-04-30,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1934-05-01,285962182.4,12137307.84,17921948.76,5086234.215,3386618.19
1934-05-02,303269540.1,13075957.44,19307958.76,5479582.705,3648525.348
1934-05-03,320949362.8,14034807.36,20723796.55,5881396.298,3916068.911
1934-05-04,329925324.3,14521610.88,21442610.63,6085395.138,4051899.498
1934-05-05,335958365.8,14848807.68,21925749.42,6222509.528,4143195.744
1934-05-06,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1934-05-07,309121924.9,13393356.48,19776630.18,5612591.266,3737087.769
1934-05-08,291689668.8,12447933.12,18380618.04,5216404.179,3473290.559
1934-05-09,277451244.6,11675724.48,17240374.77,4892804.081,3257824.669
1934-05-10,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1934-05-11,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1934-05-12,251553772.5,10271197.44,15166450.14,4304225.989,2865925.833
1934-05-13,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1934-05-14,266256105.2,11068565.76,16343844.2,4638369.449,3088411.914
1934-05-15,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1934-05-16,283115166.6,11982902.4,17693953.68,5021529.402,3343535.137
1934-05-17,285962182.4,12137307.84,17921948.76,5086234.215,3386618.19
1934-05-18,283115166.6,11982902.4,17693953.68,5021529.402,3343535.137
1934-05-19,277451244.6,11675724.48,17240374.77,4892804.081,3257824.669
1934-05-20,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-05-21,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1934-05-22,248414583.5,10100946.24,14915057.22,4232880.886,2818421.409
1934-05-23,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1934-05-24,233239420.9,9277934.4,13699797.94,3887991.308,2588780.133
1934-05-25,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1934-05-26,224542250.7,8806250.88,13003310.05,3690328.623,2457168.41
1934-05-27,221710847.2,8652692.16,12776565.24,3625978.635,2414321.614
1934-05-28,218911783.6,8500887.36,12552410.28,3562363.641,2371964.207
1934-05-29,216145059.7,8350836.48,12330845.15,3499483.641,2330096.187
1934-05-30,213411790.8,8202600,12111959.16,3437363.979,2288734.432
1934-05-31,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1934-06-01,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1934-06-02,208043387.5,7911449.28,11682046.01,3315354.982,2207495.961
1934-06-03,205407137.9,7768474.56,11470929.54,3255440.302,2167602.371
1934-06-04,204100164.7,7697592,11366264.35,3225736.409,2147824.33
1934-06-05,202802112.9,7627193.28,11262313.6,3196235.272,2128181.293
1934-06-06,201511867.2,7557217.92,11158987.98,3166911.548,2108656.385
1934-06-07,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1934-06-08,198955909.5,7418597.76,10954301.45,3108821.68,2069977.828
1934-06-09,197689082.3,7349892.48,10852851.24,3080030.193,2050807.304
1934-06-10,196430061.2,7281610.56,10752026.15,3051416.118,2031754.908
1934-06-11,195179961.5,7213812.48,10651915.51,3023004.8,2012837.516
1934-06-12,193936552.7,7146377.28,10552340.69,2994745.549,1994021.377
1934-06-13,192700950.1,7079365.44,10453391.01,2966663.711,1975323.365
1934-06-14,191473153.7,7012776.96,10355066.46,2938759.285,1956743.483
1934-06-15,190253163.4,6946611.84,10257367.04,2911032.272,1938281.728
1934-06-16,189040979.3,6880870.08,10160292.76,2883482.671,1919938.102
1934-06-17,187836601.3,6815551.68,10063843.61,2856110.482,1901712.604
1934-06-18,186640029.4,6750656.64,9968019.595,2828915.706,1883605.234
1934-06-19,185451263.8,6686184.96,9872820.712,2801898.342,1865615.992
1934-06-20,184269189.1,6622076.16,9778157.658,2775033.045,1847728.003
1934-06-21,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1934-06-22,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1934-06-23,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1934-06-24,181928458.2,6495128.64,9590706.95,2721834.69,1812306.41
1934-06-25,181928458.2,6495128.64,9590706.95,2721834.69,1812306.41
1934-06-26,180769801.9,6432289.92,9497919.296,2695501.63,1794772.806
1934-06-27,180769801.9,6432289.92,9497919.296,2695501.63,1794772.806
1934-06-28,179617836.7,6369814.08,9405667.471,2669320.639,1777340.454
1934-06-29,179617836.7,6369814.08,9405667.471,2669320.639,1777340.454
1934-06-30,178474792.8,6307822.08,9314130.083,2643342.404,1760043.106
1934-07-01,178474792.8,6307822.08,9314130.083,2643342.404,1760043.106
1934-07-02,178474792.8,6307822.08,9314130.083,2643342.404,1760043.106
1934-07-03,177337324.7,6246132.48,9223039.22,2617490.892,1742830.136
1934-07-04,177337324.7,6246132.48,9223039.22,2617490.892,1742830.136
1934-07-05,176208777.9,6184926.72,9132662.795,2591842.138,1725752.169
1934-07-06,176208777.9,6184926.72,9132662.795,2591842.138,1725752.169
1934-07-07,175086922.1,6124083.84,9042822.198,2566345.451,1708775.455
1934-07-08,175086922.1,6124083.84,9042822.198,2566345.451,1708775.455
1934-07-09,173972872.5,6063664.32,8953606.735,2541026.176,1691916.869
1934-07-10,173972872.5,6063664.32,8953606.735,2541026.176,1691916.869
1934-07-11,172865625.4,6003613.728,8864936.031,2515861.504,1675161.224
1934-07-12,172865625.4,6003613.728,8864936.031,2515861.504,1675161.224
1934-07-13,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1934-07-14,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1934-07-15,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1934-07-16,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1934-07-17,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1934-07-18,170673657.4,5884734.24,8689398.579,2466044.12,1641990.817
1934-07-19,170673657.4,5884734.24,8689398.579,2466044.12,1641990.817
1934-07-20,170673657.4,5884734.24,8689398.579,2466044.12,1641990.817
1934-07-21,170673657.4,5884734.24,8689398.579,2466044.12,1641990.817
1934-07-22,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-07-23,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-07-24,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-07-25,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-07-26,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-07-27,168510795.3,5767433.28,8516191.981,2416888.232,1609260.86
1934-07-28,168510795.3,5767433.28,8516191.981,2416888.232,1609260.86
1934-07-29,168510795.3,5767433.28,8516191.981,2416888.232,1609260.86
1934-07-30,168510795.3,5767433.28,8516191.981,2416888.232,1609260.86
1934-07-31,167440237.1,5709372.48,8430459.404,2392557.397,1593060.417
1934-08-01,167440237.1,5709372.48,8430459.404,2392557.397,1593060.417
1934-08-02,167440237.1,5709372.48,8430459.404,2392557.397,1593060.417
1934-08-03,166376815.9,5651698.752,8345298.377,2368388.768,1576967.977
1934-08-04,166376815.9,5651698.752,8345298.377,2368388.768,1576967.977
1934-08-05,166376815.9,5651698.752,8345298.377,2368388.768,1576967.977
1934-08-06,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-08-07,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-08-08,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-08-09,164271719.3,5537530.656,8176717.767,2320545.731,1545112.169
1934-08-10,164271719.3,5537530.656,8176717.767,2320545.731,1545112.169
1934-08-11,164271719.3,5537530.656,8176717.767,2320545.731,1545112.169
1934-08-12,163229820.9,5481024.192,8093280.322,2296866.253,1529345.426
1934-08-13,163229820.9,5481024.192,8093280.322,2296866.253,1529345.426
1934-08-14,163229820.9,5481024.192,8093280.322,2296866.253,1529345.426
1934-08-15,162195059.4,5424904.8,8010414.428,2273348.981,1513686.685
1934-08-16,162195059.4,5424904.8,8010414.428,2273348.981,1513686.685
1934-08-17,162195059.4,5424904.8,8010414.428,2273348.981,1513686.685
1934-08-18,161167435.1,5369172.48,7928120.084,2249993.914,1498135.948
1934-08-19,161167435.1,5369172.48,7928120.084,2249993.914,1498135.948
1934-08-20,160146724.7,5313815.136,7846379.43,2226795.984,1482689.838
1934-08-21,160146724.7,5313815.136,7846379.43,2226795.984,1482689.838
1934-08-22,159133151.5,5258844.864,7765210.326,2203760.26,1467351.731
1934-08-23,159133151.5,5258844.864,7765210.326,2203760.26,1467351.731
1934-08-24,158126603.7,5204255.616,7684603.843,2180884.206,1452119.94
1934-08-25,158126603.7,5204255.616,7684603.843,2180884.206,1452119.94
1934-08-26,157127081.5,5150047.392,7604559.979,2158167.824,1436994.464
1934-08-27,157127081.5,5150047.392,7604559.979,2158167.824,1436994.464
1934-08-28,156134473.3,5096214.144,7525069.805,2135608.579,1421973.616
1934-08-29,156134473.3,5096214.144,7525069.805,2135608.579,1421973.616
1934-08-30,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-08-31,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-09-01,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-09-02,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-09-03,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-09-04,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-05,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-06,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-07,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-09-08,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-09-09,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-09-10,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-11,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-12,150323795.6,4781077.056,7059738.381,2003547.906,1334042.338
1934-09-13,150323795.6,4781077.056,7059738.381,2003547.906,1334042.338
1934-09-14,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-09-15,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-09-16,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-09-17,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-09-18,150323795.6,4781077.056,7059738.381,2003547.906,1334042.338
1934-09-19,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-20,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-09-21,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-22,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-23,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-09-24,150323795.6,4781077.056,7059738.381,2003547.906,1334042.338
1934-09-25,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-26,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-27,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-28,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-29,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-09-30,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-10-01,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-10-02,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-10-03,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-10-04,158126603.7,5204255.616,7684603.843,2180884.206,1452119.94
1934-10-05,163229820.9,5481024.192,8093280.322,2296866.253,1529345.426
1934-10-06,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-10-07,176208777.9,6184926.72,9132662.795,2591842.138,1725752.169
1934-10-08,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1934-10-09,187836601.3,6815551.68,10063843.61,2856110.482,1901712.604
1934-10-10,184269189.1,6622076.16,9778157.658,2775033.045,1847728.003
1934-10-11,180769801.9,6432289.92,9497919.296,2695501.63,1794772.806
1934-10-12,177337324.7,6246132.48,9223039.22,2617490.892,1742830.136
1934-10-13,173972872.5,6063664.32,8953606.735,2541026.176,1691916.869
1934-10-14,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-10-15,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-10-16,161167435.1,5369172.48,7928120.084,2249993.914,1498135.948
1934-10-17,157127081.5,5150047.392,7604559.979,2158167.824,1436994.464
1934-10-18,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-10-19,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-10-20,152233292.3,4884636.96,7212654.935,2046945.497,1362938.19
1934-10-21,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-10-22,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-10-23,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-10-24,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-10-25,147510569.4,4628504.16,6834449.243,1939611.035,1291470.612
1934-10-26,145668651.7,4528609.344,6686944.557,1897749.328,1263597.412
1934-10-27,143853497.9,4430166.048,6541583.186,1856495.891,1236129.224
1934-10-28,145668651.7,4528609.344,6686944.557,1897749.328,1263597.412
1934-10-29,147510569.4,4628504.16,6834449.243,1939611.035,1291470.612
1934-10-30,149379251,4729850.496,6984097.242,1982081.013,1319748.822
1934-10-31,151275142.7,4832672.544,7135924.278,2025169.401,1348438.794
1934-11-01,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-02,157127081.5,5150047.392,7604559.979,2158167.824,1436994.464
1934-11-03,159133151.5,5258844.864,7765210.326,2203760.26,1467351.731
1934-11-04,161167435.1,5369172.48,7928120.084,2249993.914,1498135.948
1934-11-05,157127081.5,5150047.392,7604559.979,2158167.824,1436994.464
1934-11-06,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-07,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-08,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-09,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-10,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-11,153198244.4,4936970.304,7289930.351,2068876.196,1377540.527
1934-11-12,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-11-13,154170110.5,4989678.624,7367759.456,2090964.032,1392247.491
1934-11-14,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-11-15,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-11-16,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-11-17,155148779.1,5042755.872,7446133.321,2113206.47,1407057.396
1934-11-18,159133151.5,5258844.864,7765210.326,2203760.26,1467351.731
1934-11-19,163229820.9,5481024.192,8093280.322,2296866.253,1529345.426
1934-11-20,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-21,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-22,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-23,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-24,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-25,165320643.3,5594418.144,8260717.831,2344384.879,1560985.228
1934-11-26,169588602.1,5825887.2,8602505.04,2441383.806,1625570.993
1934-11-27,176208777.9,6184926.72,9132662.795,2591842.138,1725752.169
1934-11-28,185451263.8,6686184.96,9872820.712,2801898.342,1865615.992
1934-11-29,195179961.5,7213812.48,10651915.51,3023004.8,2012837.516
1934-11-30,205407137.9,7768474.56,11470929.54,3255440.302,2167602.371
1934-12-01,224542250.7,8806250.88,13003310.05,3690328.623,2457168.41
1934-12-02,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1934-12-03,283115166.6,11982902.4,17693953.68,5021529.402,3343535.137
1934-12-04,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-12-05,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-12-06,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-12-07,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1934-12-08,285962182.4,12137307.84,17921948.76,5086234.215,3386618.19
1934-12-09,277451244.6,11675724.48,17240374.77,4892804.081,3257824.669
1934-12-10,273232576.2,11446928.64,16902534.83,4796925.387,3193984.8
1934-12-11,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1934-12-12,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1934-12-13,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1934-12-14,248414583.5,10100946.24,14915057.22,4232880.886,2818421.409
1934-12-15,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1934-12-16,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1934-12-17,221710847.2,8652692.16,12776565.24,3625978.635,2414321.614
1934-12-18,218911783.6,8500887.36,12552410.28,3562363.641,2371964.207
1934-12-19,216145059.7,8350836.48,12330845.15,3499483.641,2330096.187
1934-12-20,213411790.8,8202600,12111959.16,3437363.979,2288734.432
1934-12-21,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1934-12-22,208043387.5,7911449.28,11682046.01,3315354.982,2207495.961
1934-12-23,202802112.9,7627193.28,11262313.6,3196235.272,2128181.293
1934-12-24,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1934-12-25,197689082.3,7349892.48,10852851.24,3080030.193,2050807.304
1934-12-26,195179961.5,7213812.48,10651915.51,3023004.8,2012837.516
1934-12-27,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1934-12-28,205407137.9,7768474.56,11470929.54,3255440.302,2167602.371
1934-12-29,221710847.2,8652692.16,12776565.24,3625978.635,2414321.614
1934-12-30,260724887.8,10768584.96,15900892.55,4512660.138,3004709.626
1934-12-31,317977448.6,13873628.16,20485799.34,5813852.888,3871095.807
1935-01-01,395188113.9,18061081.92,26668993.56,7568638.287,5039502.117
1935-01-02,435954078.3,20271988.8,29933618.66,8495136.187,5656401.478
1935-01-03,481494063.2,22741810.56,33580557.47,9530134.401,6345544.689
1935-01-04,493548994.7,23395599.36,34545942.01,9804109.734,6527968.426
1935-01-05,500481974.3,23771603.52,35101149.76,9961677.232,6632883.168
1935-01-06,507447293.6,24149361.6,35658947.34,10119979.72,6738287.299
1935-01-07,514444952.7,24528873.6,36219334.76,10279017.21,6844180.818
1935-01-08,517955491.5,24719264.64,36500466.17,10358802.07,6897304.77
1935-01-09,521473836.5,24910079.04,36782222.71,10438764.34,6950546.851
1935-01-10,532076823.4,25485122.88,37631332.44,10679740.98,7110998.736
1935-01-11,557092200.2,26841810.24,39634617,11248271.48,7489549.083
1935-01-12,582483387.5,28218879.36,41667997.26,11825343.12,7873786.46
1935-01-13,602692404,29314897.92,43286378.27,12284638.3,8179603.569
1935-01-14,621258782.8,30321829.44,44773213.35,12706600.87,8460563.123
