date,Q1in,Q2in,Q3in,Q4in,Q5in
1963-05-13,220080476.3,8564270.4,12646001.67,3588924.802,2389649.69
1963-05-14,218737817.9,8491452.48,12538478.73,3558409.88,2369331.635
1963-05-15,217402965.6,8419057.92,12431580.92,3528072.371,2349131.708
1963-05-16,217402965.6,8419057.92,12431580.92,3528072.371,2349131.708
1963-05-17,217402965.6,8419057.92,12431580.92,3528072.371,2349131.708
1963-05-18,216074804.3,8347026.24,12325218.95,3497886.93,2329033.033
1963-05-19,214755564.4,8275478.4,12219571.41,3467904.245,2309069.363
1963-05-20,212138272.6,8133531.84,12009973.11,3408420.424,2269462.655
1963-05-21,212138272.6,8133531.84,12009973.11,3408420.424,2269462.655
1963-05-22,210840220.8,8063133.12,11906022.36,3378919.287,2249819.618
1963-05-23,209549975.1,7993157.76,11802696.75,3349595.563,2230294.709
1963-05-24,209549975.1,7993157.76,11802696.75,3349595.563,2230294.709
1963-05-25,208267535.6,7923605.76,11699996.27,3320449.251,2210887.929
1963-05-26,206992902.2,7854477.12,11597920.92,3291480.351,2191599.277
1963-05-27,205724959.8,7785711.36,11496381.39,3262663.519,2172411.877
1963-05-28,205724959.8,7785711.36,11496381.39,3262663.519,2172411.877
1963-05-29,204463708.4,7717308.48,11395377.7,3233998.755,2153325.731
1963-05-30,203211378.4,7649389.44,11295088.45,3205536.747,2134374.588
1963-05-31,203211378.4,7649389.44,11295088.45,3205536.747,2134374.588
1963-06-01,203211378.4,7649389.44,11295088.45,3205536.747,2134374.588
1963-06-02,200726791.2,7514640,11096117.42,3149068.936,2096776.06
1963-06-03,199495649.3,7447870.08,10997524.96,3121088.476,2078145.551
1963-06-04,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-05,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-06,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-07,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-08,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-09,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-10,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-11,195844599.7,7249858.56,10705141.15,3038110.193,2022895.291
1963-06-12,195844599.7,7249858.56,10705141.15,3038110.193,2022895.291
1963-06-13,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-14,198271198.3,7381463.04,10899468.32,3093260.084,2059616.294
1963-06-15,198271198.3,7381463.04,10899468.32,3093260.084,2059616.294
1963-06-16,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-17,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-18,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-19,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-20,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-21,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-22,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-23,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-24,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-06-25,195844599.7,7249858.56,10705141.15,3038110.193,2022895.291
1963-06-26,195844599.7,7249858.56,10705141.15,3038110.193,2022895.291
1963-06-27,195844599.7,7249858.56,10705141.15,3038110.193,2022895.291
1963-06-28,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-06-29,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-06-30,193446995.4,7119826.56,10513135.9,2983619.261,1986613.049
1963-07-01,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-02,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-03,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-04,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-05,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-06,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-07,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-08,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-09,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-10,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-11,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-12,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-13,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-14,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-15,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-16,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-07-17,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-18,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-19,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-20,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-07-21,193446995.4,7119826.56,10513135.9,2983619.261,1986613.049
1963-07-22,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-23,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-24,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-25,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-26,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-27,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-28,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-29,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-30,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-07-31,193446995.4,7119826.56,10513135.9,2983619.261,1986613.049
1963-08-01,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-08-02,192259344.9,7055415.36,10418026.32,2956627.242,1968640.683
1963-08-03,191078385.4,6991367.04,10323452.57,2929787.29,1950769.569
1963-08-04,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-05,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-06,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-07,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-08,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-09,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-10,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-11,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-12,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-08-13,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-08-14,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-08-15,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-08-16,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-08-17,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-08-18,186425917.8,6739044.48,9950873.079,2824049.539,1880365.145
1963-08-19,185279528.4,6676871.04,9859067.778,2797995.27,1863017.171
1963-08-20,185279528.4,6676871.04,9859067.778,2797995.27,1863017.171
1963-08-21,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-22,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-23,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-24,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-25,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-26,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-27,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-28,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-08-29,183010168,6553794.24,9677332.575,2746418.97,1828675.607
1963-08-30,183010168,6553794.24,9677332.575,2746418.97,1828675.607
1963-08-31,183010168,6553794.24,9677332.575,2746418.97,1828675.607
1963-09-01,181884966.7,6492769.92,9587224.064,2720846.25,1811648.267
1963-09-02,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-03,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-04,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-05,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-06,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-07,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-08,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-09,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-09-10,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-11,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-12,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-13,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-14,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-15,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-16,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-17,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-09-18,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-19,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-20,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-21,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-22,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-23,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-24,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-25,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-26,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-27,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-28,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-29,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-09-30,177455532.2,6252543.36,9232505.525,2620177.422,1744618.935
1963-10-01,177455532.2,6252543.36,9232505.525,2620177.422,1744618.935
1963-10-02,176366016.1,6193454.4,9145254.767,2595415.729,1728131.609
1963-10-03,175282076,6134667.84,9058450.533,2570780.759,1711728.661
1963-10-04,174205941.9,6076304.64,8972271.431,2546323.202,1695443.841
1963-10-05,174205941.9,6076304.64,8972271.431,2546323.202,1695443.841
1963-10-06,173136164.3,6018286.176,8886601.367,2522010.109,1679255.211
1963-10-07,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-08,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-09,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-10-10,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-10-11,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-10-12,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-10-13,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-10-14,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-15,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-16,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-17,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-18,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-19,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-20,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-21,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-22,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-23,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-24,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-25,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-26,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-27,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-28,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-10-29,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-10-30,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-10-31,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-11-01,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-11-02,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-03,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-04,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-05,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-06,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-07,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-08,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-09,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-10,171017128.2,5903362.08,8716904.447,2473850.263,1647188.459
1963-11-11,175282076,6134667.84,9058450.533,2570780.759,1711728.661
1963-11-12,177455532.2,6252543.36,9232505.525,2620177.422,1744618.935
1963-11-13,178552854.3,6312055.68,9320381.417,2645116.527,1761224.389
1963-11-14,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-11-15,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-11-16,181884966.7,6492769.92,9587224.064,2720846.25,1811648.267
1963-11-17,184140945.1,6615120.96,9767887.61,2772118.414,1845787.325
1963-11-18,188737654.4,6864419.52,10136001.86,2876588.935,1915347.976
1963-11-19,193446995.4,7119826.56,10513135.9,2983619.261,1986613.049
1963-11-20,194642452.1,7184661.12,10608870.61,3010788.693,2004703.544
1963-11-21,199495649.3,7447870.08,10997524.96,3121088.476,2078145.551
1963-11-22,199495649.3,7447870.08,10997524.96,3121088.476,2078145.551
1963-11-23,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-11-24,201964624.1,7581772.8,11195245.72,3177201.463,2115507.822
1963-11-25,208267535.6,7923605.76,11699996.27,3320449.251,2210887.929
1963-11-26,216074804.3,8347026.24,12325218.95,3497886.93,2329033.033
1963-11-27,225526941.2,8859654.72,13082166.16,3712707.922,2472069.443
1963-11-28,229692081.7,9085547.52,13415719.47,3807370.075,2535099.291
1963-11-29,232506757.7,9238199.04,13641124.7,3871339.894,2577692.955
1963-11-30,236788990.5,9470442.24,13984055.01,3968663.231,2642494.726
1963-12-01,236788990.5,9470442.24,13984055.01,3968663.231,2642494.726
1963-12-02,235353773.4,9392604.48,13869119.78,3936044.706,2620776.007
1963-12-03,229692081.7,9085547.52,13415719.47,3807370.075,2535099.291
1963-12-04,224153058.2,8785143.36,12972142.69,3681483.351,2451278.875
1963-12-05,217402965.6,8419057.92,12431580.92,3528072.371,2349131.708
1963-12-06,210840220.8,8063133.12,11906022.36,3378919.287,2249819.618
1963-12-07,201964624.1,7581772.8,11195245.72,3177201.463,2115507.822
1963-12-08,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-12-09,189904116.8,6927681.6,10229414.65,2903099.406,1932999.709
1963-12-10,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-12-11,180767571.6,6432168.96,9497740.686,2695450.941,1794739.055
1963-12-12,179656867.5,6371930.88,9408793.137,2670207.7,1777931.095
1963-12-13,177455532.2,6252543.36,9232505.525,2620177.422,1744618.935
1963-12-14,176366016.1,6193454.4,9145254.767,2595415.729,1728131.609
1963-12-15,175282076,6134667.84,9058450.533,2570780.759,1711728.661
1963-12-16,173136164.3,6018286.176,8886601.367,2522010.109,1679255.211
1963-12-17,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-12-18,172073300.8,5960642.688,8801484.993,2497854.152,1663171.209
1963-12-19,173136164.3,6018286.176,8886601.367,2522010.109,1679255.211
1963-12-20,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-12-21,169967646.6,5846444.352,8632859.73,2449998.442,1631306.963
1963-12-22,173136164.3,6018286.176,8886601.367,2522010.109,1679255.211
1963-12-23,181884966.7,6492769.92,9587224.064,2720846.25,1811648.267
1963-12-24,187577883,6801520.32,10043124.9,2850230.531,1897797.497
1963-12-25,197054553.5,7315479.36,10802036.82,3065609.105,2041205.166
1963-12-26,210840220.8,8063133.12,11906022.36,3378919.287,2249819.618
1963-12-27,228295895.4,9009826.56,13303909.9,3775638.611,2513971.213
1963-12-28,254626051.5,10437819.84,15412484.78,4374050.415,2912417.729
1963-12-29,280226889.8,11826259.2,17462654.33,4955886.838,3299827.692
1963-12-30,297132788.2,12743136,18816514.62,5340111.265,3555659.685
1963-12-31,304307758.5,13132264.32,19391101.49,5503178.545,3664236.403
1964-01-01,311589784.6,13527198.72,19974261.63,5668678.909,3774433.165
1964-01-02,321470144.8,14063051.52,20765501.87,5893232.235,3923949.751
1964-01-03,329007543.6,14471835.84,21369112.8,6064536.516,4038010.994
1964-01-04,335371789.2,14816995.2,21878775.11,6209178.258,4134319.251
1964-01-05,330274370.9,14540541.12,21470563.02,6093328.003,4057181.518
1964-01-06,318982212.1,13928120.64,20566262.94,5836688.389,3886300.597
1964-01-07,309150919.2,13394928.96,19778952.1,5613250.227,3737526.531
1964-01-08,305513251.6,13197643.2,19487639.95,5530576.079,3682478.776
1964-01-09,298321553.8,12807607.68,18911713.5,5367128.63,3573648.927
1964-01-10,288665341.8,12283911.36,18138423.51,5147669.572,3427524.308
1964-01-11,280226889.8,11826259.2,17462654.33,4955886.838,3299827.692
1964-01-12,281897406.7,11916858.24,17596432.88,4993853.078,3325107.133
1964-01-13,299512549.8,12872200.32,19007090.99,5394196.683,3591671.919
1964-01-14,312814235.6,13593605.76,20072318.27,5696507.301,3792962.421
1964-01-15,322719129.3,14130789.12,20865523.21,5921618.208,3942850.268
1964-01-16,329007543.6,14471835.84,21369112.8,6064536.516,4038010.994
1964-01-17,334092695.1,14747624.64,21776342.54,6180107.98,4114963.097
1964-01-18,348327773.8,15519651.84,22916317.91,6503632.044,4330378.36
1964-01-19,366975559.6,16530998.4,24409672.24,6927444.766,4612569.823
1964-01-20,401754204.2,18417188.16,27194820.04,7717867.405,5138864.833
1964-01-21,422059124.9,19518408,28820881.25,8179342.231,5446133.231
1964-01-22,452099434.3,21147618.24,31226573.09,8862075.583,5900724.406
1964-01-23,492970224.2,23364210.24,34499592.84,9790955.877,6519210.061
1964-01-24,527484574.7,25236066.24,37263575.41,10575371.84,7041505.587
1964-01-25,558135994.4,26898419.52,39718206.26,11271994.04,7505344.515
1964-01-26,587992301.6,28517650.56,42109162.82,11950545.53,7957151.239
1964-01-27,613240747.9,29886978.24,44131112.07,12524373.06,8339228.557
1964-01-28,639088037.6,31288783.68,46201017.98,13111810.64,8730367.998
1964-01-29,639088037.6,31288783.68,46201017.98,13111810.64,8730367.998
1964-01-30,648464343.2,31797299.52,46951892.47,13324908.2,8872256.876
1964-01-31,657917595.2,32309988.48,47708928.99,13539754.54,9015310.161
1964-02-01,669361416.4,32930634.24,48625374.52,13799841.02,9188486.144
1964-02-02,682850449.8,33662200.32,49705604.99,14106409.53,9392611.723
1964-02-03,686732338.5,33872731.2,50016474.89,14194634.15,9451355.204
1964-02-04,694532916.3,34295788.8,50641161.74,14371919.76,9569399.055
1964-02-05,702381446.2,34721447.04,51269688.7,14550295.19,9688168.552
1964-02-06,710280158.4,35149826.88,51902234.37,14729811.13,9807697.444
1964-02-07,720221852.6,35689006.08,52698386.38,14955758.41,9958142.181
1964-02-08,734267353.3,36450751.68,53823179.93,15274973.89,10170688.62
1964-02-09,742361219.4,36889715.52,54471353.94,15458925.14,10293170.71
1964-02-10,754593462.1,37553120.64,55450937.94,15736930.26,10478277.65
1964-02-11,787750657.1,39351372.48,58106236.6,16490501.83,10980035.74
1964-02-12,823839620.3,41308626.24,60996317.51,17310704.39,11526159.41
1964-02-13,834622148.8,41893407.36,61859805.31,17555761.52,11689328.25
1964-02-14,819547351,41075838.72,60652583.45,17213152.95,11461205.76
1964-02-15,806746374.3,40381588.8,59627454.02,16922222.07,11267492.34
1964-02-16,808871878.4,40496863.68,59797668.91,16970528.91,11299656.97
1964-02-17,813132923.1,40727957.76,60138902.43,17067370.7,11364138.11
1964-02-18,817406234.6,40959717.12,60481118.3,17164491.29,11428804.88
1964-02-19,821691812.9,41192141.76,60824316.52,17261890.66,11493657.28
1964-02-20,825989658.1,41425231.68,61168497.1,17359568.82,11558695.3
1964-02-21,830299770,41658986.88,61513660.03,17457525.77,11623918.96
1964-02-22,832458729.1,41776076.16,61686554.06,17506592.96,11656589.85
1964-02-23,834622148.8,41893407.36,61859805.31,17555761.52,11689328.25
1964-02-24,838955679.2,42128432.64,62206843.64,17654250.71,11754906.29
1964-02-25,836787798.8,42010859.52,62033235.17,17604980.77,11722100.39
1964-02-26,819547351,41075838.72,60652583.45,17213152.95,11461205.76
1964-02-27,804623100.5,40266434.88,59457417.74,16873965.92,11235361.47
1964-02-28,783563213.3,39124270.08,57770897.2,16395332.78,10916668.38
1964-02-29,758695038.2,37775566.08,55779400.87,15830147.77,10540345.59
1964-03-01,740332734.6,36779702.4,54308908.56,15412823.27,10262474.25
1964-03-02,720221852.6,35689006.08,52698386.38,14955758.41,9958142.181
1964-03-03,706324668.9,34935304.32,51585470.36,14639913.77,9747840.183
1964-03-04,698451605.4,34508315.52,50954978.7,14460980.76,9628699.426
1964-03-05,696491145.7,34401991.68,50797980.91,14416424.91,9599032.365
1964-03-06,694532916.3,34295788.8,50641161.74,14371919.76,9569399.055
1964-03-07,692578032.4,34189767.36,50484610.48,14327490.65,9539816.372
1964-03-08,694532916.3,34295788.8,50641161.74,14371919.76,9569399.055
1964-03-09,696491145.7,34401991.68,50797980.91,14416424.91,9599032.365
1964-03-10,696491145.7,34401991.68,50797980.91,14416424.91,9599032.365
1964-03-11,692578032.4,34189767.36,50484610.48,14327490.65,9539816.372
1964-03-12,678980828,33452334.72,49395717.45,14018463.7,9334053.873
1964-03-13,654127150.1,32104416.96,47405382.08,13453608.18,8957950.468
1964-03-14,616897373.2,30085292.16,44423942.4,12607478.06,8394563.194
1964-03-15,566825358.6,27369679.68,40414069.02,11469479.32,7636838.109
1964-03-16,564784607,27259001.28,40250641.29,11423098.66,7605956.015
1964-03-17,518388175.5,24742730.88,36535116.42,10368635.78,6903852.449
1964-03-18,478464160.5,22577486.4,33337916.42,9461273.07,6299694.061
1964-03-19,453012754.2,21197151.36,31299713.7,8882832.826,5914545.409
1964-03-20,429687967.3,19932151.68,29431815.17,8352724.771,5561578.262
1964-03-21,408411738.1,18778253.76,27727969.5,7869174.782,5239611.337
1964-03-22,398717610.5,18252501.12,26951643.15,7648854.007,5092912.952
1964-03-23,381158225.5,17300183.04,25545450.28,7249777.633,4827191.939
1964-03-24,371697167.3,16787070.72,24787788.63,7034753.884,4684020.526
1964-03-25,356116084.8,15942044.16,23540022.41,6680638.864,4448236.581
1964-03-26,343823623.2,15275373.12,22555615.95,6401265.127,4262218.372
1964-03-27,334704920.6,14780828.16,21825370.86,6194022.176,4124227.725
1964-03-28,330179581.8,14535400.32,21462972.11,6091173.711,4055747.104
1964-03-29,333193872.3,14698877.76,21704362.9,6159680.217,4101361.475
1964-03-30,342296962.6,15192576,22433357.72,6366568.343,4239115.866
1964-03-31,354571581.5,15858279.36,23416335.3,6645536.567,4424864.067
1964-04-01,365436632.2,16447536,24286431.66,6892469.191,4589281.686
1964-04-02,365436632.2,16447536,24286431.66,6892469.191,4589281.686
1964-04-03,360766322,16194245.76,23912423.29,6786325.926,4518607.255
1964-04-04,348414756.7,15524369.28,22923283.68,6505608.924,4331694.646
1964-04-05,331685054.3,14617048.32,21583533.55,6125388.947,4078528.976
1964-04-06,315255331.3,13725996.48,20267806.4,5751986.672,3829902.806
1964-04-07,304959014.7,13167584.64,19443255.48,5517979.803,3674091.672
1964-04-08,296233965.3,12694389.12,18744534.97,5319683.502,3542058.063
1964-04-09,291907125.9,12459726.72,18398032.47,5221346.38,3476581.274
1964-04-10,291907125.9,12459726.72,18398032.47,5221346.38,3476581.274
1964-04-11,303498148.8,13088355.84,19326266.23,5484778.352,3651984.818
1964-04-12,324179995.2,14210017.92,20982512.46,5954819.66,3964957.122
1964-04-13,351488150.8,15691052.16,23169407.62,6575458.694,4378203.417
1964-04-14,365436632.2,16447536,24286431.66,6892469.191,4589281.686
1964-04-15,382742874.7,17386125.12,25672352.35,7285792.337,4851171.97
1964-04-16,392300952.2,17904499.2,26437783.52,7503021.068,4995811.548
1964-04-17,389106005,17731224,26181925.36,7430408.734,4947463.351
1964-04-18,376417659.9,17043082.56,25165815.71,7142037.657,4755454.353
1964-04-19,360766322,16194245.76,23912423.29,6786325.926,4518607.255
1964-04-20,346882520.2,15441269.76,22800578.93,6470785.417,4308507.762
1964-04-21,327174212.7,14372406.72,21222295.76,6022869.962,4010267.736
1964-04-22,307887437.5,13326405.12,19677769.8,5584534.773,3718406.633
1964-04-23,293346803.7,12537806.4,18513324.93,5254066.283,3498367.494
1964-04-24,283324817.6,11994272.64,17710742.98,5026294.191,3346707.724
1964-04-25,270632011.9,11305889.28,16694276.11,4737821.735,3154631.224
1964-04-26,262293924.6,10853680.32,16026544.36,4548320.017,3028453.4
1964-04-27,256790586.4,10555211.52,15585825.33,4423244.321,2945172.999
1964-04-28,254056202.3,10406914.56,15366850.04,4361099.315,2903794.368
1964-04-29,245923305.4,9965833.92,14715550.37,4176261.007,2780721.629
1964-04-30,241912057.6,9748287.36,14394321.12,4085096.412,2720020.595
1964-05-01,237934264.8,9532555.2,14075771.01,3994692.155,2659825.825
1964-05-02,233989926.9,9318637.44,13759900.04,3905048.237,2600137.318
1964-05-03,231379326.1,9177053.76,13550837.58,3845716.484,2560631.863
1964-05-04,230080159.1,9106594.56,13446797.53,3816190.002,2540971.951
1964-05-05,228783222.4,9036256.32,13342936.08,3786714.21,2521345.79
1964-05-06,227491861.6,8966220.48,13239521.16,3757365.141,2501804.005
1964-05-07,226202731.1,8896305.6,13136284.85,3728066.761,2482295.972
1964-05-08,222359873.2,8687891.52,12828540.62,3640729.203,2424143.133
1964-05-09,222359873.2,8687891.52,12828540.62,3640729.203,2424143.133
1964-05-10,224918061.2,8826632.64,13033405.76,3698869.76,2462855.441
1964-05-11,228783222.4,9036256.32,13342936.08,3786714.21,2521345.79
1964-05-12,233989926.9,9318637.44,13759900.04,3905048.237,2600137.318
1964-05-13,236616140,9461067.84,13970212.77,3964734.815,2639879.029
1964-05-14,237934264.8,9532555.2,14075771.01,3994692.155,2659825.825
1964-05-15,243244679.5,9820560.96,14501040.31,4115383.232,2740186.771
1964-05-16,245923305.4,9965833.92,14715550.37,4176261.007,2780721.629
1964-05-17,247269309.3,10038833.28,14823341.22,4206851.963,2801090.311
1964-05-18,247269309.3,10038833.28,14823341.22,4206851.963,2801090.311
1964-05-19,244581762.1,9893076.48,14608116.73,4145771.43,2760420.449
1964-05-20,241912057.6,9748287.36,14394321.12,4085096.412,2720020.595
1964-05-21,239256850.2,9604284.48,14181686.46,4024750.874,2679840.122
1964-05-22,236616140,9461067.84,13970212.77,3964734.815,2639879.029
1964-05-23,228783222.4,9036256.32,13342936.08,3786714.21,2521345.79
1964-05-24,223637852,8757201.6,12930883.88,3669774.137,2443482.411
1964-05-25,219817297.4,8549997.12,12624925.75,3582943.472,2385667.081
